('port 0','TE',1,'port 0',1,'transmission')
198479818725395 0.015125 -0.716160
198477319955157 0.015133 -0.719860
198474821184920 0.015140 -0.722987
198472322414682 0.015146 -0.725651
198469823644445 0.015151 -0.727941
198467324874208 0.015158 -0.729928
198464826103970 0.015165 -0.731671
198462327333733 0.015174 -0.733216
198459828563496 0.015184 -0.734601
198457329793258 0.015196 -0.735857
198454831023021 0.015209 -0.737010
198452332252783 0.015224 -0.738082
198449833482546 0.015241 -0.739094
198447334712309 0.015260 -0.740063
198444835942071 0.015281 -0.741009
198442337171834 0.015304 -0.741948
198439838401596 0.015329 -0.742900
198437339631359 0.015358 -0.743889
198434840861122 0.015389 -0.744939
198432342090884 0.015423 -0.746081
198429843320647 0.015460 -0.747356
198427344550410 0.015502 -0.748810
198424845780172 0.015547 -0.750505
198422347009935 0.015597 -0.752521
198419848239697 0.015651 -0.754960
198417349469460 0.015710 -0.757955
198414850699223 0.015773 -0.761679
198412351928985 0.015840 -0.766357
198409853158748 0.015908 -0.772275
198407354388511 0.015974 -0.779794
198404855618273 0.016030 -0.789344
198402356848036 0.016066 -0.801389
198399858077798 0.016062 -0.816323
198397359307561 0.015987 -0.834193
198394860537324 0.015801 -0.854116
198392361767086 0.015456 -0.873210
198389862996849 0.014924 -0.885099
198387364226611 0.014258 -0.879348
198384865456374 0.013646 -0.845961
198382366686137 0.013375 -0.788231
198379867915899 0.013597 -0.729592
198377369145662 0.014168 -0.693800
198374870375425 0.014808 -0.684810
198372371605187 0.015329 -0.693201
198369872834950 0.015680 -0.708880
198367374064712 0.015884 -0.725633
198364875294475 0.015985 -0.740631
198362376524238 0.016023 -0.752996
198359877754000 0.016024 -0.762756
198357378983763 0.016007 -0.770274
198354880213526 0.015982 -0.775984
198352381443288 0.015956 -0.780285
198349882673051 0.015933 -0.783510
198347383902813 0.015913 -0.785920
198344885132576 0.015897 -0.787718
198342386362339 0.015887 -0.789059
198339887592101 0.015881 -0.790062
198337388821864 0.015880 -0.790817
198334890051626 0.015883 -0.791393
198332391281389 0.015890 -0.791844
198329892511152 0.015901 -0.792212
198327393740914 0.015916 -0.792533
198324894970677 0.015934 -0.792834
198322396200440 0.015955 -0.793140
198319897430202 0.015980 -0.793474
198317398659965 0.016008 -0.793858
198314899889727 0.016038 -0.794311
198312401119490 0.016073 -0.794857
198309902349253 0.016110 -0.795521
198307403579015 0.016150 -0.796330
198304904808778 0.016194 -0.797317
198302406038541 0.016241 -0.798522
198299907268303 0.016291 -0.799991
198297408498066 0.016345 -0.801783
198294909727828 0.016401 -0.803968
198292410957591 0.016461 -0.806637
198289912187354 0.016522 -0.809897
198287413417116 0.016586 -0.813883
198284914646879 0.016648 -0.818762
198282415876642 0.016708 -0.824727
198279917106404 0.016760 -0.832005
198277418336167 0.016797 -0.840832
198274919565929 0.016808 -0.851407
198272420795692 0.016779 -0.863793
198269922025455 0.016685 -0.877694
198267423255217 0.016500 -0.892058
198264924484980 0.016195 -0.904420
198262425714742 0.015764 -0.910157
198259926944505 0.015254 -0.902546
198257428174268 0.014805 -0.875875
198254929404030 0.014619 -0.832879
198252430633793 0.014817 -0.788912
198249931863556 0.015311 -0.761218
198247433093318 0.015879 -0.754758
198244934323081 0.016344 -0.763290
198242435552843 0.016647 -0.778312
198239936782606 0.016807 -0.793983
198237438012369 0.016867 -0.807526
198234939242131 0.016869 -0.818139
198232440471894 0.016844 -0.825973
198229941701657 0.016808 -0.831519
198227442931419 0.016773 -0.835319
198224944161182 0.016743 -0.837843
198222445390944 0.016720 -0.839468
198219946620707 0.016705 -0.840478
198217447850470 0.016699 -0.841081
198214949080232 0.016699 -0.841429
198212450309995 0.016706 -0.841631
198209951539757 0.016719 -0.841764
198207452769520 0.016737 -0.841886
198204953999283 0.016759 -0.842037
198202455229045 0.016785 -0.842247
198199956458808 0.016815 -0.842539
198197457688571 0.016848 -0.842932
198194958918333 0.016884 -0.843441
198192460148096 0.016923 -0.844080
198189961377858 0.016964 -0.844862
198187462607621 0.017007 -0.845802
198184963837384 0.017053 -0.846915
198182465067146 0.017101 -0.848218
198179966296909 0.017150 -0.849734
198177467526672 0.017201 -0.851486
198174968756434 0.017255 -0.853505
198172469986197 0.017309 -0.855828
198169971215959 0.017365 -0.858499
198167472445722 0.017422 -0.861571
198164973675485 0.017479 -0.865111
198162474905247 0.017535 -0.869198
198159976135010 0.017590 -0.873929
198157477364772 0.017640 -0.879415
198154978594535 0.017684 -0.885786
198152479824298 0.017717 -0.893180
198149981054060 0.017732 -0.901730
198147482283823 0.017721 -0.911519
198144983513586 0.017669 -0.922497
198142484743348 0.017559 -0.934310
198139985973111 0.017370 -0.945995
198137487202873 0.017080 -0.955483
198134988432636 0.016686 -0.959027
198132489662399 0.016231 -0.951224
198129990892161 0.015837 -0.927433
198127492121924 0.015689 -0.889943
198124993351687 0.015907 -0.852176
198122494581449 0.016404 -0.829938
198119995811212 0.016951 -0.827711
198117497040974 0.017365 -0.838807
198114998270737 0.017599 -0.854432
198112499500500 0.017689 -0.868979
198110000730262 0.017694 -0.880276
198107501960025 0.017661 -0.888167
198105003189787 0.017618 -0.893291
198102504419550 0.017578 -0.896433
198100005649313 0.017550 -0.898267
198097506879075 0.017533 -0.899297
198095008108838 0.017527 -0.899875
198092509338601 0.017531 -0.900234
198090010568363 0.017542 -0.900523
198087511798126 0.017561 -0.900836
198085013027888 0.017585 -0.901231
198082514257651 0.017612 -0.901741
198080015487414 0.017644 -0.902384
198077516717176 0.017677 -0.903168
198075017946939 0.017713 -0.904099
198072519176702 0.017751 -0.905176
198070020406464 0.017789 -0.906399
198067521636227 0.017829 -0.907768
198065022865989 0.017870 -0.909282
198062524095752 0.017911 -0.910941
198060025325515 0.017952 -0.912748
198057526555277 0.017995 -0.914706
198055027785040 0.018037 -0.916822
198052529014802 0.018079 -0.919104
198050030244565 0.018122 -0.921564
198047531474328 0.018165 -0.924214
198045032704090 0.018207 -0.927075
198042533933853 0.018249 -0.930169
198040035163616 0.018290 -0.933525
198037536393378 0.018331 -0.937177
198035037623141 0.018369 -0.941168
198032538852903 0.018405 -0.945547
198030040082666 0.018437 -0.950372
198027541312429 0.018463 -0.955709
198025042542191 0.018482 -0.961627
198022543771954 0.018488 -0.968189
198020045001717 0.018478 -0.975431
198017546231479 0.018443 -0.983325
198015047461242 0.018375 -0.991704
198012548691004 0.018262 -1.000130
198010049920767 0.018092 -1.007700
198007551150530 0.017859 -1.012801
198005052380292 0.017574 -1.013033
198002553610055 0.017279 -1.005788
198000054839817 0.017058 -0.990111
197997556069580 0.016997 -0.969133
197995057299343 0.017126 -0.949779
197992558529105 0.017379 -0.938058
197990059758868 0.017652 -0.935026
197987560988631 0.017872 -0.937865
197985062218393 0.018021 -0.943160
197982563448156 0.018112 -0.948685
197980064677918 0.018165 -0.953482
197977565907681 0.018199 -0.957355
197975067137444 0.018224 -0.960432
197972568367206 0.018245 -0.962925
197970069596969 0.018267 -0.965029
197967570826732 0.018289 -0.966893
197965072056494 0.018313 -0.968622
197962573286257 0.018338 -0.970287
197960074516019 0.018364 -0.971932
197957575745782 0.018391 -0.973585
197955076975545 0.018418 -0.975263
197952578205307 0.018446 -0.976976
197950079435070 0.018473 -0.978728
197947580664832 0.018501 -0.980522
197945081894595 0.018529 -0.982360
197942583124358 0.018556 -0.984241
197940084354120 0.018584 -0.986167
197937585583883 0.018611 -0.988137
197935086813646 0.018638 -0.990154
197932588043408 0.018665 -0.992220
197930089273171 0.018692 -0.994336
197927590502933 0.018719 -0.996509
197925091732696 0.018745 -0.998744
197922592962459 0.018772 -1.001049
197920094192221 0.018799 -1.003435
197917595421984 0.018827 -1.005915
197915096651747 0.018854 -1.008507
197912597881509 0.018882 -1.011233
197910099111272 0.018910 -1.014123
197907600341034 0.018939 -1.017212
197905101570797 0.018967 -1.020547
197902602800560 0.018996 -1.024191
197900104030322 0.019023 -1.028220
197897605260085 0.019049 -1.032733
197895106489847 0.019072 -1.037854
197892607719610 0.019088 -1.043735
197890108949373 0.019093 -1.050546
197887610179135 0.019080 -1.058458
197885111408898 0.019036 -1.067574
197882612638661 0.018945 -1.077785
197880113868423 0.018784 -1.088479
197877615098186 0.018527 -1.098048
197875116327948 0.018165 -1.103333
197872617557711 0.017731 -1.099723
197870118787474 0.017330 -1.083388
197867620017236 0.017112 -1.055908
197865121246999 0.017167 -1.026169
197862622476762 0.017442 -1.004163
197860123706524 0.017803 -0.993611
197857624936287 0.018137 -0.992240
197855126166049 0.018399 -0.996075
197852627395812 0.018585 -1.002044
197850128625575 0.018712 -1.008409
197847629855337 0.018797 -1.014383
197845131085100 0.018853 -1.019698
197842632314862 0.018891 -1.024328
197840133544625 0.018918 -1.028343
197837634774388 0.018938 -1.031838
197835136004150 0.018954 -1.034908
