('port 0','TE',1,'port 0',1,'transmission')
198834644099103 0.012805 -0.556331
198832145328865 0.012824 -0.556406
198829646558628 0.012846 -0.556537
198827147788391 0.012870 -0.556737
198824649018153 0.012897 -0.557019
198822150247916 0.012925 -0.557394
198819651477678 0.012956 -0.557869
198817152707441 0.012988 -0.558455
198814653937204 0.013023 -0.559163
198812155166966 0.013059 -0.560004
198809656396729 0.013096 -0.560995
198807157626491 0.013136 -0.562152
198804658856254 0.013178 -0.563499
198802160086017 0.013221 -0.565064
198799661315779 0.013267 -0.566884
198797162545542 0.013314 -0.569002
198794663775305 0.013363 -0.571476
198792165005067 0.013414 -0.574378
198789666234830 0.013467 -0.577797
198787167464592 0.013520 -0.581846
198784668694355 0.013573 -0.586665
198782169924118 0.013624 -0.592425
198779671153880 0.013670 -0.599323
198777172383643 0.013707 -0.607575
198774673613406 0.013726 -0.617374
198772174843168 0.013719 -0.628810
198769676072931 0.013668 -0.641686
198767177302693 0.013554 -0.655185
198764678532456 0.013359 -0.667341
198762179762219 0.013075 -0.674484
198759680991981 0.012732 -0.671405
198757182221744 0.012418 -0.653827
198754683451506 0.012255 -0.623586
198752184681269 0.012317 -0.591055
198749685911032 0.012560 -0.568106
198747187140794 0.012864 -0.559009
198744688370557 0.013133 -0.560545
198742189600320 0.013326 -0.567451
198739690830082 0.013449 -0.575826
198737192059845 0.013520 -0.583654
198734693289607 0.013559 -0.590203
198732194519370 0.013580 -0.595399
198729695749133 0.013592 -0.599427
198727196978895 0.013602 -0.602540
198724698208658 0.013611 -0.604974
198722199438421 0.013621 -0.606923
198719700668183 0.013634 -0.608533
198717201897946 0.013649 -0.609917
198714703127708 0.013666 -0.611155
198712204357471 0.013685 -0.612306
198709705587234 0.013706 -0.613413
198707206816996 0.013728 -0.614506
198704708046759 0.013752 -0.615609
198702209276521 0.013778 -0.616737
198699710506284 0.013804 -0.617905
198697211736047 0.013832 -0.619123
198694712965809 0.013861 -0.620400
198692214195572 0.013891 -0.621745
198689715425335 0.013922 -0.623167
198687216655097 0.013954 -0.624675
198684717884860 0.013987 -0.626281
198682219114622 0.014021 -0.627998
198679720344385 0.014057 -0.629842
198677221574148 0.014093 -0.631833
198674722803910 0.014131 -0.633995
198672224033673 0.014170 -0.636362
198669725263436 0.014211 -0.638972
198667226493198 0.014253 -0.641876
198664727722961 0.014297 -0.645139
198662228952723 0.014341 -0.648845
198659730182486 0.014387 -0.653101
198657231412249 0.014432 -0.658044
198654732642011 0.014477 -0.663847
198652233871774 0.014517 -0.670728
198649735101536 0.014551 -0.678946
198647236331299 0.014570 -0.688794
198644737561062 0.014565 -0.700545
198642238790824 0.014520 -0.714327
198639740020587 0.014410 -0.729839
198637241250350 0.014207 -0.745785
198634742480112 0.013883 -0.758964
198632243709875 0.013436 -0.763326
198629744939637 0.012934 -0.750671
198627246169400 0.012539 -0.716168
198624747399163 0.012436 -0.667514
198622248628925 0.012669 -0.623838
198619749858688 0.013098 -0.599095
198617251088451 0.013543 -0.593182
198614752318213 0.013901 -0.598832
198612253547976 0.014151 -0.609298
198609754777738 0.014312 -0.620594
198607256007501 0.014410 -0.630938
198604757237264 0.014468 -0.639775
198602258467026 0.014503 -0.647109
198599759696789 0.014524 -0.653148
198597260926551 0.014537 -0.658139
198594762156314 0.014548 -0.662310
198592263386077 0.014556 -0.665849
198589764615839 0.014565 -0.668905
198587265845602 0.014574 -0.671593
198584767075365 0.014584 -0.674000
198582268305127 0.014595 -0.676193
198579769534890 0.014607 -0.678223
198577270764652 0.014620 -0.680130
198574771994415 0.014634 -0.681943
198572273224178 0.014650 -0.683690
198569774453940 0.014666 -0.685388
198567275683703 0.014683 -0.687057
198564776913466 0.014701 -0.688711
198562278143228 0.014721 -0.690365
198559779372991 0.014741 -0.692032
198557280602753 0.014763 -0.693729
198554781832516 0.014786 -0.695470
198552283062279 0.014810 -0.697276
198549784292041 0.014835 -0.699167
198547285521804 0.014862 -0.701169
198544786751566 0.014891 -0.703316
198542287981329 0.014921 -0.705648
198539789211092 0.014953 -0.708215
198537290440854 0.014987 -0.711081
198534791670617 0.015022 -0.714328
198532292900380 0.015058 -0.718059
198529794130142 0.015095 -0.722407
198527295359905 0.015130 -0.727536
198524796589667 0.015163 -0.733651
198522297819430 0.015188 -0.740995
198519799049193 0.015200 -0.749838
198517300278955 0.015189 -0.760429
198514801508718 0.015138 -0.772893
198512302738481 0.015027 -0.786987
198509803968243 0.014827 -0.801631
198507305198006 0.014508 -0.814124
198504806427768 0.014061 -0.819183
198502307657531 0.013534 -0.808911
198499808887294 0.013071 -0.776457
198497310117056 0.012881 -0.725010
198494811346819 0.013084 -0.672518
198492312576581 0.013587 -0.638460
198489813806344 0.014175 -0.628057
198487315036107 0.014680 -0.634607
198484816265869 0.015041 -0.649292
198482317495632 0.015267 -0.666017
198479818725395 0.015392 -0.681687
198477319955157 0.015451 -0.695141
198474821184920 0.015469 -0.706204
198472322414682 0.015464 -0.715112
198469823644445 0.015448 -0.722227
198467324874208 0.015427 -0.727907
198464826103970 0.015406 -0.732464
198462327333733 0.015386 -0.736149
198459828563496 0.015368 -0.739162
198457329793258 0.015354 -0.741656
198454831023021 0.015343 -0.743749
198452332252783 0.015335 -0.745534
198449833482546 0.015330 -0.747081
198447334712309 0.015328 -0.748446
198444835942071 0.015329 -0.749674
198442337171834 0.015333 -0.750799
198439838401596 0.015339 -0.751851
198437339631359 0.015348 -0.752855
198434840861122 0.015359 -0.753836
198432342090884 0.015373 -0.754813
198429843320647 0.015389 -0.755808
198427344550410 0.015407 -0.756843
198424845780172 0.015428 -0.757943
198422347009935 0.015452 -0.759134
198419848239697 0.015478 -0.760448
198417349469460 0.015507 -0.761924
198414850699223 0.015538 -0.763609
198412351928985 0.015572 -0.765560
198409853158748 0.015609 -0.767849
198407354388511 0.015648 -0.770567
198404855618273 0.015689 -0.773827
198402356848036 0.015731 -0.777773
198399858077798 0.015772 -0.782582
198397359307561 0.015810 -0.788475
198394860537324 0.015841 -0.795711
198392361767086 0.015856 -0.804581
198389862996849 0.015846 -0.815368
198387364226611 0.015793 -0.828239
198384865456374 0.015671 -0.843008
198382366686137 0.015447 -0.858651
198379867915899 0.015082 -0.872385
198377369145662 0.014555 -0.878284
198374870375425 0.013909 -0.866327
198372371605187 0.013320 -0.825596
198369872834950 0.013093 -0.757288
198367374064712 0.013447 -0.687139
198364875294475 0.014253 -0.646446
198362376524238 0.015149 -0.642093
198359877754000 0.015861 -0.661087
198357378983763 0.016307 -0.688766
198354880213526 0.016529 -0.716188
198352381443288 0.016599 -0.739558
198349882673051 0.016582 -0.758009
198347383902813 0.016521 -0.771957
198344885132576 0.016443 -0.782226
198342386362339 0.016364 -0.789654
198339887592101 0.016290 -0.794957
198337388821864 0.016225 -0.798699
198334890051626 0.016171 -0.801307
198332391281389 0.016126 -0.803100
198329892511152 0.016091 -0.804311
198327393740914 0.016065 -0.805113
198324894970677 0.016046 -0.805632
198322396200440 0.016035 -0.805961
198319897430202 0.016029 -0.806172
198317398659965 0.016029 -0.806316
198314899889727 0.016034 -0.806435
198312401119490 0.016043 -0.806561
198309902349253 0.016057 -0.806722
198307403579015 0.016074 -0.806942
198304904808778 0.016095 -0.807241
198302406038541 0.016119 -0.807640
198299907268303 0.016146 -0.808162
198297408498066 0.016176 -0.808829
198294909727828 0.016209 -0.809666
198292410957591 0.016244 -0.810703
198289912187354 0.016282 -0.811975
198287413417116 0.016322 -0.813522
198284914646879 0.016364 -0.815395
198282415876642 0.016407 -0.817652
198279917106404 0.016452 -0.820364
198277418336167 0.016496 -0.823619
198274919565929 0.016539 -0.827516
198272420795692 0.016578 -0.832175
198269922025455 0.016610 -0.837730
198267423255217 0.016631 -0.844318
198264924484980 0.016634 -0.852062
198262425714742 0.016609 -0.861019
198259926944505 0.016542 -0.871083
198257428174268 0.016416 -0.881789
198254929404030 0.016208 -0.891976
198252430633793 0.015899 -0.899240
198249931863556 0.015488 -0.899293
198247433093318 0.015022 -0.885955
198244934323081 0.014633 -0.853773
198242435552843 0.014526 -0.805183
198239936782606 0.014846 -0.756266
198237438012369 0.015519 -0.727228
198234939242131 0.016282 -0.725047
198232440471894 0.016896 -0.742148
198229941701657 0.017271 -0.767124
198227442931419 0.017433 -0.791854
198224944161182 0.017450 -0.812516
198222445390944 0.017389 -0.828170
198219946620707 0.017295 -0.839274
198217447850470 0.017194 -0.846749
198214949080232 0.017102 -0.851537
198212450309995 0.017024 -0.854427
198209951539757 0.016962 -0.856026
198207452769520 0.016915 -0.856777
198204953999283 0.016882 -0.856996
198202455229045 0.016861 -0.856905
198199956458808 0.016850 -0.856654
198197457688571 0.016848 -0.856348
198194958918333 0.016854 -0.856060
198192460148096 0.016866 -0.855837
198189961377858 0.016884 -0.855714
198187462607621 0.016906 -0.855713
198184963837384 0.016933 -0.855853
198182465067146 0.016962 -0.856145
198179966296909 0.016995 -0.856602
198177467526672 0.017030 -0.857233
198174968756434 0.017068 -0.858049
198172469986197 0.017108 -0.859062
198169971215959 0.017149 -0.860285
198167472445722 0.017192 -0.861735
198164973675485 0.017237 -0.863431
198162474905247 0.017282 -0.865398
198159976135010 0.017328 -0.867665
198157477364772 0.017375 -0.870268
198154978594535 0.017421 -0.873249
198152479824298 0.017466 -0.876659
198149981054060 0.017509 -0.880560
198147482283823 0.017548 -0.885021
198144983513586 0.017582 -0.890123
198142484743348 0.017607 -0.895954
198139985973111 0.017620 -0.902598
198137487202873 0.017614 -0.910121
198134988432636 0.017581 -0.918529
198132489662399 0.017511 -0.927696
198129990892161 0.017387 -0.937221
198127492121924 0.017193 -0.946170
198124993351687 0.016912 -0.952670
198122494581449 0.016540 -0.953376
198119995811212 0.016112 -0.943296
198117497040974 0.015734 -0.917397
198114998270737 0.015592 -0.876105
198112499500500 0.015855 -0.831809
198110000730262 0.016490 -0.803876
198107501960025 0.017243 -0.801723
198105003189787 0.017842 -0.819140
198102504419550 0.018177 -0.844140
198100005649313 0.018283 -0.867859
198097506879075 0.018248 -0.886422
198095008108838 0.018148 -0.899321
198092509338601 0.018033 -0.907524
198090010568363 0.017929 -0.912336
198087511798126 0.017845 -0.914904
198085013027888 0.017782 -0.916094
198082514257651 0.017739 -0.916500
198080015487414 0.017714 -0.916515
198077516717176 0.017703 -0.916387
198075017946939 0.017703 -0.916265
198072519176702 0.017712 -0.916240
198070020406464 0.017727 -0.916360
198067521636227 0.017748 -0.916652
198065022865989 0.017773 -0.917127
198062524095752 0.017802 -0.917788
198060025325515 0.017833 -0.918632
198057526555277 0.017866 -0.919655
198055027785040 0.017900 -0.920854
198052529014802 0.017935 -0.922225
198050030244565 0.017971 -0.923765
198047531474328 0.018008 -0.925472
198045032704090 0.018045 -0.927349
198042533933853 0.018082 -0.929396
198040035163616 0.018119 -0.931621
198037536393378 0.018156 -0.934032
198035037623141 0.018193 -0.936639
198032538852903 0.018228 -0.939458
198030040082666 0.018263 -0.942508
198027541312429 0.018297 -0.945812
198025042542191 0.018328 -0.949400
198022543771954 0.018357 -0.953305
198020045001717 0.018382 -0.957567
198017546231479 0.018403 -0.962231
198015047461242 0.018416 -0.967344
198012548691004 0.018420 -0.972954
198010049920767 0.018410 -0.979093
198007551150530 0.018383 -0.985762
198005052380292 0.018331 -0.992892
198002553610055 0.018244 -1.000271
198000054839817 0.018114 -1.007427
197997556069580 0.017929 -1.013436
197995057299343 0.017683 -1.016683
197992558529105 0.017386 -1.014705
197990059758868 0.017080 -1.004588
197987560988631 0.016852 -0.984708
197985062218393 0.016813 -0.957811
197982563448156 0.017022 -0.932231
197980064677918 0.017419 -0.917041
197977565907681 0.017856 -0.915183
197975067137444 0.018206 -0.922962
197972568367206 0.018427 -0.934730
197970069596969 0.018537 -0.946429
197967570826732 0.018575 -0.956229
197965072056494 0.018576 -0.963777
197962573286257 0.018562 -0.969388
197960074516019 0.018546 -0.973547
197957575745782 0.018533 -0.976704
197955076975545 0.018526 -0.979205
197952578205307 0.018524 -0.981297
197950079435070 0.018528 -0.983148
197947580664832 0.018535 -0.984867
197945081894595 0.018546 -0.986525
197942583124358 0.018560 -0.988169
197940084354120 0.018576 -0.989825
197937585583883 0.018594 -0.991510
197935086813646 0.018612 -0.993236
197932588043408 0.018632 -0.995008
197930089273171 0.018652 -0.996830
197927590502933 0.018672 -0.998705
197925091732696 0.018693 -1.000635
197922592962459 0.018715 -1.002622
197920094192221 0.018736 -1.004671
197917595421984 0.018757 -1.006785
197915096651747 0.018779 -1.008970
197912597881509 0.018800 -1.011232
197910099111272 0.018821 -1.013582
197907600341034 0.018843 -1.016032
197905101570797 0.018864 -1.018595
197902602800560 0.018885 -1.021293
197900104030322 0.018906 -1.024147
197897605260085 0.018926 -1.027189
197895106489847 0.018946 -1.030455
197892607719610 0.018964 -1.033993
197890108949373 0.018980 -1.037859
197887610179135 0.018993 -1.042126
197885111408898 0.019002 -1.046878
197882612638661 0.019004 -1.052218
197880113868423 0.018995 -1.058256
197877615098186 0.018969 -1.065105
197875116327948 0.018919 -1.072837
197872617557711 0.018832 -1.081419
197870118787474 0.018691 -1.090551
197867620017236 0.018476 -1.099382
197865121246999 0.018165 -1.106033
197862622476762 0.017755 -1.107026
197860123706524 0.017285 -1.097272
197857624936287 0.016877 -1.072314
197855126166049 0.016715 -1.034013
197852627395812 0.016923 -0.994443
197850128625575 0.017432 -0.968290
197847629855337 0.018032 -0.960735
197845131085100 0.018543 -0.967009
197842632314862 0.018898 -0.979801
197840133544625 0.019110 -0.993906
197837634774388 0.019220 -1.006771
197835136004150 0.019265 -1.017565
197832637233913 0.019274 -1.026291
